ID,ENTRY_DTE,EXIT_DTE,EXIT_REASON,DEGREE_DESC,MAJOR_MINOR_DESC,career_gpa
5F076A36-8955-44B3-96B3-1B993A182D6E,,6/13/1997,Graduated,Bachelor of Arts,Business Administration,3.03
C4D66956-8C07-4550-B2B9-1BAFE2E968DA,5/25/2018,5/12/2018,Graduated,Bachelor of Science,Business Administration,3.19
329DCD8E-77D4-48AC-9B1A-1BB54BC1B3BF,,5/5/2007,Graduated,Associate of Arts,General Studies,3.18
5701F01F-8A8B-41D1-9303-1BC2A55E570F,,6/9/2000,Graduated,Bachelor of Arts,Elementary Education,3.9
83492824-E068-487C-B7A3-1BCDA56DD3C2,8/12/2011,12/16/2011,Graduated,Bachelor of Arts,Business Administration,3.43
40B19638-D8C1-4DED-97A8-1BDF4EE50849,,6/12/1998,Graduated,Bachelor of Arts,Management,3.46
E3758135-499C-42ED-A8A9-1BE5C1D081FE,,6/9/2000,Graduated,Bachelor of Arts,Elementary Education,3.57
98312000-712F-49B2-9601-1BE9DEFD639B,8/12/2011,5/5/2012,Graduated,Bachelor of Arts,Business Administration,3.79
FAF7E06A-14F4-4F31-B937-1BEF5E84F006,8/22/2012,12/11/2015,Graduated,Bachelor of Arts,Business Administration,3.75
A00DBF80-8DF5-4BCA-9A9B-1BFE924D92FB,8/18/2016,12/14/2018,Graduated,Master of Arts,Clinical Mental Health Counseling,4
2B3CC464-8879-4D81-AAE3-1BFEE76959B5,7/6/2015,5/11/2019,Graduated,Bachelor of Science,Teacher Education,3.81
3DED53A7-23FE-465F-8D16-1BFEE8062175,,6/14/1996,Graduated,Bachelor of Arts,Intercultural Studies,2.58
3DED53A7-23FE-465F-8D16-1BFEE8062175,,6/14/1996,Graduated,Undergraduate Certificate,TESOL,2.58
1DB611D3-7B79-433E-BD8D-1C01FFD1B1E1,,5/6/2005,Graduated,Bachelor of Arts,Interdisciplinary Studies,3.31
1DB611D3-7B79-433E-BD8D-1C01FFD1B1E1,,6/13/2003,Graduated,Associate of Arts,General Studies,3.31
D91E57EB-61DA-4578-BEBD-1C0ED5AE102D,8/19/2011,5/10/2014,Graduated,Master of Arts,Clinical Mental Health Counseling,3.97
EFFEDD6E-EC1A-4897-9465-1C229E3974F0,,12/16/2005,Graduated,Master of Arts,Professional Counseling,3.97
97A097B3-B734-4B2D-BD7A-1C237353F063,,8/31/2000,Graduated,Master of Arts,Marriage & Family Therapy,3.13
923A921D-D0C0-4AE2-AB4F-1C296001C90D,,5/7/2011,Graduated,Bachelor of Arts,Teacher Education: Elementary,3.38
2CD1957A-59C5-48C5-AF89-1C3C905B3F04,,5/8/2010,Graduated,Bachelor of Arts,Bible & Christian Ministry Studies,3.18
74F8F529-2B54-4B4E-B9FF-1C402FE4E6A8,,6/14/2002,Graduated,Bachelor of Arts,Elementary Education,3.93
503DE018-9164-4533-B0B3-1C58A35DC48C,12/21/2018,12/14/2018,,Bachelor of Science,Business Administration,3.51
BAD1ECF3-E837-4FFA-B535-1C5915BFAAAC,,6/15/2001,Graduated,Bachelor of Arts,Elementary Education,3.57
046D0962-F7E5-41A9-9710-1C7175067E09,8/19/2011,5/10/2014,Graduated,Bachelor of Arts,Business Administration,3.72
583DDE76-2420-4B1B-94F6-1C7EE59838B0,,6/14/1996,Graduated,Bachelor of Science,Managerial Leadership,3.41
75E66B0D-3830-40AB-A4D1-1C84889325F1,6/21/2013,8/11/2017,Graduated,Bachelor of Arts,Teacher Education,3.1
A1D00440-F25D-474C-B920-1CA3EDDB9A7A,11/18/2015,5/11/2019,Graduated,Bachelor of Science,Exercise Science,3.6
D154F9C2-3649-4C75-A16D-1CB46D8EA752,8/15/2011,5/7/2016,Graduated,Bachelor of Arts,Christian Ministry,3.57
E85DB896-DC09-4E16-9C14-1CC875455487,,6/10/1995,Graduated,Bachelor of Science,Managerial Leadership,3.75
0DC38FC1-21D6-4763-A31A-1CDB03D5C432,11/27/2012,8/25/2013,Graduated,Bachelor of Arts,Psychology: General,3.7
594AA7F4-53F1-43FE-A891-1CDDEDB209B4,9/3/2019,12/13/2019,,Bachelor of Arts,Undecided/Undeclared,1.55
5D4427A4-448B-475F-8CBF-1CE877191DC3,8/19/2011,5/5/2012,Graduated,Master of Education,MEd: Curriculum & Instructional Technology,3.84
5D4427A4-448B-475F-8CBF-1CE877191DC3,,5/8/2010,,Bachelor of Arts,Teacher Education: Elementary,3.84
5DDE0FAA-152B-453D-926B-1CEB60F1516A,,8/30/2002,Graduated,Bachelor of Arts,Management,2.84
E11D0C12-90D7-4090-BAF9-1D015E0042D6,,5/5/2006,Graduated,Bachelor of Arts,Music Ministry,3.52
B8E2EB64-CF57-4354-B681-1D0A1695577D,8/19/2011,5/5/2012,Graduated,Bachelor of Arts,Teacher Education,3.98
183030FA-804F-4B30-B2F7-1D0F73F8D733,,8/29/2003,Graduated,Bachelor of Arts,Management,3.9
A9427B1A-88DF-44F3-B660-1D0FD5043142,,8/17/2007,Graduated,Bachelor of Arts,Management Information Systems,3.62
9459700D-CED0-4DDD-A4D6-1D3BC94E5A86,8/21/2015,3/3/2017,Graduated,Master of Arts,Clinical Mental Health Counseling,3.89
7EC1428A-F6D4-46DE-AD21-1D437E02B30A,9/17/2018,5/8/2020,,Bachelor of Science,Psychology,1.6
681E132A-D07C-49B4-AF28-1D43CF14B1AC,,12/11/2009,Graduated,Bachelor of Arts,Management,3.29
E747BEA1-72ED-4286-9D5C-1D50E3A3D33D,12/18/2018,5/9/2020,Graduated,Bachelor of Science,Interdisciplinary Studies,2.87
121E7A67-6F3E-4F9E-8164-1D5C55DE9C75,,12/11/1998,Graduated,Bachelor of Arts,Management,2.5
8AB9DC1F-D662-4FD4-978A-1D707EC76D58,,5/7/2011,Graduated,Bachelor of Arts,Psychology,3.48
25E90D3F-8E44-4984-968E-1D74FB5EF87E,,6/11/1999,,Bachelor of Arts,Elementary Education,3.8
25E90D3F-8E44-4984-968E-1D74FB5EF87E,,8/23/2002,Graduated,Master of Arts,MA: School Counselor & Consultant,3.96
AB067972-A279-42B9-B82E-1D7619EE20B4,,8/18/2006,Graduated,Bachelor of Arts,Management Information Systems,4
9A04FCE1-2A16-475D-BBA7-1D7D9C484B4A,3/12/2015,8/23/2015,,Bachelor of Arts,Psychology: General,3.27
D6D86F71-197F-4393-83E6-1D7E3436B4B1,,5/5/2006,Graduated,Undergraduate Certificate,TESOL,3.84
1A4A3B0C-68A9-4CDF-A696-1D8F3C59099F,8/19/2011,12/14/2012,Graduated,Bachelor of Arts,Business Administration,3.36
91187861-B045-49EA-85F9-1D97E59C175F,,12/11/2009,Graduated,Bachelor of Arts,Management,3.3
6AC7A971-46E9-4202-B7CB-1DB979B8832B,8/19/2011,5/10/2014,Graduated,Bachelor of Arts,Business Administration,3.35
070BB713-531C-4CB1-8CDD-1DD161A6D552,8/28/2017,5/9/2020,Graduated,Master of Arts,Clinical Mental Health Counseling,4
3A05ADD9-2159-4636-8187-1DEB725D9249,,7/16/2004,Graduated,Master of Arts,MA: School Counselor & Consultant,3.74
8A5F51C4-3B40-4006-AA39-1DED2836436A,8/12/2011,8/24/2012,,Bachelor of Arts,Accounting,3.37
6DE20C41-7F4E-4C71-9717-1E09D2116001,6/27/2013,8/23/2015,Graduated,Master of Education,MEd: Curriculum & Instructional Technology,4
6DE20C41-7F4E-4C71-9717-1E09D2116001,8/19/2011,5/11/2013,,Bachelor of Arts,Teacher Education,3.75
B9AEEE93-3216-4486-9423-1E158DCA3ACA,,5/5/2006,Graduated,Bachelor of Arts,Bible & Christian Ministry Studies,3.74
E920C09C-E7F8-4CA3-A1A1-1E16DC667AF3,,7/5/2005,Graduated,Master of Arts,MA: School Counselor & Consultant,4
E80C6568-D7B2-401B-AD15-1E43D60295A6,5/9/2018,8/16/2019,,Bachelor of Science,Business Administration,3.53
8083CA8D-46AD-4EB7-9B56-1E43E34ED5DF,,3/23/2001,Graduated,Bachelor of Arts,Management,3.85
3587E395-15A8-43A8-87DC-1E59CC07F5E8,12/11/2012,12/12/2014,Graduated,Master of Education,MEd: Curriculum & Instructional Technology,3.7
FA08984B-7216-4D37-B833-1E6AE98E8183,8/12/2011,12/14/2012,Graduated,Master of Arts,Community Counseling,3.72
FA08984B-7216-4D37-B833-1E6AE98E8183,,12/11/2009,,Bachelor of Arts,Management,3.39
9AD5154A-4959-4A20-9D90-1E6C8698AF01,8/12/2011,8/24/2012,,Bachelor of Arts,Interdisciplinary Studies,3.15
25410917-5ECF-478E-893C-1E9EEACCD324,7/27/2016,12/14/2018,Graduated,Bachelor of Science,Interdisciplinary Studies,2.53
99C2B9A8-3F62-4006-94F0-1EBC251CCAE2,,5/10/2008,Graduated,Bachelor of Arts,Health Care Administration,4
4AA8CBD9-5518-48BF-9B5F-1EBE3B9688E1,,12/11/2009,Graduated,Bachelor of Arts,Accounting,3.98
AA737ABD-EB8E-488D-99FF-1EDC27BFFE48,,6/11/1999,,Bachelor of Arts,Elementary Education,3.59
CBB66D38-09A8-4F88-9818-1EE9BC1688CA,,7/28/1997,Graduated,Master of Arts,Marriage & Family Therapy,4.03
1F68F27E-9D07-4C49-9D08-1EEE29A1C7C8,12/1/2017,5/9/2020,Graduated,Bachelor of Arts,History,2.9
B44DA3BA-01A8-4528-97AA-1EEF0D5F1CC4,,12/14/2007,Graduated,Master of Arts,Professional Counseling,3.9
EA577816-891E-4326-BEA6-1EF3F09B4A5D,,6/11/2004,Graduated,Bachelor of Arts,Teacher Education,3.78
B633BDCC-1697-451D-9437-1F0ADAF45ACF,,3/23/2001,Graduated,Bachelor of Arts,Management,3.43
2859090D-E876-4FD4-8645-1F1FE5D01624,,8/26/2011,Graduated,Master of Arts,Community Counseling,4
1805B8E8-4225-4817-B8A6-1F3E7646D9BD,,6/11/2004,Graduated,Bachelor of Arts,Psychology,3.94
85715765-4117-43E3-99B0-1F42EF6A9704,,6/10/1995,Graduated,Master of Arts,Marriage & Family Therapy,3.9
505A48F7-EDD7-4861-B889-1F47EAEDF78F,8/12/2011,8/24/2012,Graduated,Bachelor of Arts,Business Administration,3.76
8A70A3A6-3EF1-4BF6-9ECA-1F57224037D4,5/21/2020,5/9/2020,Graduated,Bachelor of Science,Psychology,3.13
74686F42-F45F-433C-8A09-1F6316B1F794,8/15/2011,5/7/2012,,Bachelor of Arts,Interdisciplinary Studies,1.47
7CF2F22B-08D0-46AA-A25D-1F6679BF8086,,6/12/1998,Graduated,Bachelor of Arts,Elementary Education,3.8
70C6E092-FC32-4C12-BC48-1F72FDE466F5,,8/12/2003,Graduated,Undergraduate Certificate,Elementary Education Licensure,3.28
F582CDD7-B024-41C1-A854-1F9800FFA85B,8/12/2011,12/16/2011,Graduated,Master of Arts,Community Counseling,3.97
E0F7C334-393D-4434-B002-1F9A50402A75,8/19/2019,12/13/2019,,Bachelor of Science,Business Administration: Management,3.37
9AB8E4FB-3842-4B3C-A9DA-1FAB252B9D64,,12/10/2010,Graduated,Bachelor of Arts,Psychology: General,3.8
640663D7-53EB-4EBD-8272-1FBF5B21F86C,8/12/2011,5/5/2012,Graduated,Master of Arts,MA: School Counselor & Consultant,3.77
73779906-0351-4BB2-9D6C-1FC524448B36,,8/28/2006,Graduated,Master of Arts,Professional Counseling,3.89
12490B3D-256D-49E7-9F60-1FF1AFCC75EA,8/27/2015,5/5/2017,,Bachelor of Science,Nursing,3.5
5963123D-C7D2-4BD4-8A84-1FF4020018A7,8/14/2015,5/12/2018,Graduated,Master of Arts,Clinical Mental Health Counseling,3.9
5D8EE2AD-F6BC-458A-949D-1FFE4EC8E284,8/15/2011,5/9/2015,Graduated,Bachelor of Arts,Accounting,3.94
CE99D665-97C4-404B-9F21-2015A23CF079,8/12/2011,12/14/2012,Graduated,Master of Arts,Community Counseling,4
658B3227-C29A-45C9-A328-201A553C2DC5,2/9/2011,5/6/2011,,Bachelor of Arts,Interdisciplinary Studies,0.87
E4BAD633-EF04-4317-A683-201DA2CB7FFE,8/24/2012,5/10/2013,,Bachelor of Science,Accounting,2.87
31C35477-CEE9-409A-9749-2024F410318E,3/20/2015,5/7/2016,Graduated,Bachelor of Arts,Communication,3.41
9804EF62-7397-403E-B271-202F58DD1408,8/5/2014,5/12/2018,Graduated,Bachelor of Science,Business Administration,3.68
BAB7C539-925B-4188-927F-2031821EE834,8/12/2011,5/11/2013,Graduated,Master of Arts,Community Counseling,3.54
4CF8A772-CF91-43EF-996F-2039B2996B57,6/14/2018,5/11/2019,Graduated,Master of Arts,Teaching,3.97
064B53E0-0911-488B-9BDF-2051436FAD40,8/19/2011,1/9/2012,,Bachelor of Arts,Interdisciplinary Studies,2.98
37911F0C-9425-4D0E-BAED-20537CF8CC34,11/3/2015,5/7/2016,Graduated,Bachelor of Science,Accounting,3.77
8A49302C-394E-4D48-A88F-205F546DE61C,,8/31/2004,Graduated,Bachelor of Arts,Teacher Education,3.56
4E655649-C31E-4234-B40B-2074BCC3BBB7,8/19/2016,12/15/2017,,Bachelor of Science,Interdisciplinary Studies,0.77
CD48A342-0F16-4862-9EA8-20836C3E6F03,8/5/2014,5/6/2017,Graduated,Bachelor of Arts,Teacher Education,3.74
4B706745-7B07-4B0C-BA8F-20A8E52A093F,,5/10/2008,Graduated,Bachelor of Arts,Humanities,3.95
4F0D709E-EC73-41C4-9523-20A8FAA32203,8/19/2011,5/5/2012,,Bachelor of Science,Exercise Science,3.74
733AB2D9-0334-48CD-83EE-20AD9FC2F07E,,5/9/2009,Graduated,Bachelor of Arts,Psychology,3.57
D5B131A5-7AB7-4FB6-B3E4-20B1E61B0FDD,8/5/2014,5/6/2016,,Bachelor of Science,Business Administration,2.67
031B10F7-3BE6-4588-9427-20B22DC6DC7B,,5/6/2005,Graduated,Bachelor of Arts,Health Care Administration,3.97
11A06B55-6C46-4D7A-8123-20D1FBBFCBCF,7/25/2017,5/11/2019,Graduated,Master of Arts,MA: School Counselor & Consultant,3.98
CF50AC04-158F-460B-A077-211A71E9C2B7,,7/16/2004,Graduated,Master of Arts,MA: School Counselor & Consultant,4.04
D763A364-BDFB-4025-ACC5-211DB87505D7,,6/10/1994,Graduated,Master of Arts,Marriage & Family Therapy,3.75
AD6059B0-3F3B-4516-B80E-213A55B7E431,1/8/2018,5/9/2020,Graduated,Master of Arts,Clinical Mental Health Counseling,3.92
2CA094A3-E32F-4C03-8963-214169BC2A1B,,6/12/1998,Graduated,Bachelor of Arts,Interdisciplinary Studies,3.77
B7E69781-1E17-419F-938E-2142382144A4,12/15/2014,5/12/2018,,Bachelor of Arts,English,3.95
6EBF0FB2-8875-4BA3-AB01-214CE1D225C6,8/12/2014,5/7/2016,Graduated,Master of Arts,MA: School Counselor & Consultant,3.97
235065B9-14EA-4712-AFD6-2165EA29EF87,11/16/2015,5/6/2016,,Bachelor of Science,Teacher Education: Elementary,0
535CF135-0800-4E62-854C-2184C4545FB5,,5/5/2007,Graduated,Bachelor of Arts,Health Care Administration,3.22
1ED44E10-49A7-4D3B-8FBD-21850AFBFA69,,6/14/2002,Graduated,Bachelor of Arts,Bible & Christian Ministry Studies,3.77
02E4D8E1-ED6E-46B2-84F9-21B2A6D92721,,5/5/2006,Graduated,Bachelor of Science,Management,4
9FEC71EB-CDDD-4667-A1D4-21B8A31BF503,8/14/2013,12/14/2018,Graduated,Master of Arts,Clinical Mental Health Counseling,3.61
0F0B5E63-282D-4F24-A850-21C39E33882A,,6/14/1996,Graduated,Bachelor of Arts,Interdisciplinary Studies,3.61
B12E03BE-F13B-4FBC-BFEA-21D8740C32B8,7/14/2017,5/11/2018,,Bachelor of Science,Teacher Education: Secondary,0.88
EBE131B1-01B6-44A5-BFB5-21EA3036F174,,6/9/2000,Graduated,Bachelor of Arts,Elementary Education,3.94
1A6277F6-13C7-4C1E-8503-21F3EA616754,4/23/2019,5/10/2019,,Bachelor of Science,Interdisciplinary Studies,2.25
536D6E95-3BB8-4C35-BD92-21FDEBC80950,,5/5/2006,Graduated,Associate of Arts,General Studies,2.02
1BAC29F2-1AEF-4E49-A5CE-22062D3E67F7,,6/13/2003,Graduated,Bachelor of Arts,Business Administration,3.35
9DD6FF49-600C-48A5-B7EE-2209EF3450C3,5/25/2018,5/12/2018,Graduated,Bachelor of Science,Interdisciplinary Studies,3.68
607F9193-92B0-4071-A8F6-2233471B6E3F,,6/15/2001,Graduated,Bachelor of Arts,Management,3.71
7F1D6D25-B6C8-44E0-BAA0-22401962517B,2/23/2010,5/6/2011,,Bachelor of Arts,Interdisciplinary Studies,1.84
5C9C3ACE-9A87-46F1-822C-2252F94E6984,,5/5/2007,Graduated,Bachelor of Arts,Management,3.34
AE95BE6B-0763-420F-B5DE-225D84A8E8C8,3/2/2017,12/14/2018,,Bachelor of Science,Business Administration,2.13
443C2F7B-FA35-4B70-88F7-228231588B8F,,8/30/2002,,Bachelor of Arts,Management,3.91
B664CFCC-2228-4EF8-9549-228A6B4604EA,7/28/2016,5/11/2019,Graduated,Master of Arts,Clinical Mental Health Counseling,3.94
FC60649D-2AC9-4EC8-B0B8-2292B6DA25FC,11/13/2012,5/10/2013,,Bachelor of Science,Accounting,1.93
A6C9E43E-2882-4481-838C-22B48953B60B,,5/5/2006,Graduated,Bachelor of Arts,Management,3.92
EADB2BBD-F2A1-4982-A4FB-22CDA63E7BD5,,12/11/2009,Graduated,Bachelor of Arts,Management,3.94
CD6B2F0A-E82A-466B-8FB1-22E0CD8B9816,,8/31/2001,Graduated,Bachelor of Arts,Management,4.04
90968C11-4CC8-43C5-B198-22E861620D86,8/19/2011,12/16/2011,,Bachelor of Arts,Accounting,3.79
DB360E3D-5922-4CE5-9AB1-22ECD080C033,10/9/2012,5/10/2013,,Bachelor of Science,Exercise Science,3.74
8FC9884F-5B9B-4169-955D-22F2764F0647,,5/5/2007,Graduated,Bachelor of Arts,Bible & Christian Ministry Studies,2.67
7362C126-AE7D-46D7-AEBB-2303714C4A51,,5/5/2006,Graduated,Bachelor of Arts,Management,3.33
7037E1E5-F989-4FDB-903E-23147867B7A0,8/21/2014,5/7/2016,Graduated,Master of Education,MEd: Curriculum & Instructional Technology,3.36
7037E1E5-F989-4FDB-903E-23147867B7A0,8/19/2011,5/10/2014,,Bachelor of Arts,Teacher Education,2.34
0AAE35E3-9304-4708-B475-232EC3A56A5C,,6/11/1999,Graduated,Bachelor of Arts,Management,3.66
636F45BD-A052-46CD-A039-2343BE9E761B,8/19/2011,5/10/2014,Graduated,Bachelor of Arts,Teacher Education,3.86
95A060BA-E340-4182-8D15-235758064058,,12/11/2009,Graduated,Master of Arts,Professional Counseling,4
4E449A8A-606E-4A66-B92D-238D1115DA0E,,6/12/1998,Graduated,Bachelor of Arts,Business Administration,4.11
63002119-E7E5-40C3-AE83-23933B2EF4F8,,5/9/2009,Graduated,Bachelor of Arts,Human Services,3.9
5374F71D-9D06-40D0-980E-2398E71B28FC,8/17/2018,8/14/2020,Withdrawn,Bachelor of Science,Business Administration,3.8
A68CEDE0-6516-42B1-915A-23C32452F1EB,7/7/2015,5/11/2019,Graduated,Bachelor of Science,Exercise Science,3.6
5F03D428-7A04-4CFB-BCFB-23C9593ED260,7/19/2013,5/6/2017,,Bachelor of Arts,Teacher Education,3.88
A0860DA8-D0E1-471D-BBAB-23E5B8D388CC,11/15/2018,8/14/2020,Graduated,Bachelor of Science,Nursing,3.91
F8BB355E-7B6A-4F85-B300-23E7F8FB3401,7/18/2012,8/25/2013,Graduated,Master of Education,MEd: Curriculum & Instructional Technology,3.87
7E9C9DD0-0C28-4646-A9A1-23F52C289555,,5/5/2007,Graduated,Bachelor of Arts,Health Care Administration,3.74
99B1E67B-E904-4F52-8EC2-23FF23DDF654,,6/9/2000,Graduated,Bachelor of Arts,Management,2.33
4A6451F6-C040-4E3F-9F53-2408DEB2BDD7,8/7/2012,12/14/2012,,Master of Arts,Clinical Mental Health Counseling,4
545F0C40-0F5C-4B83-9E54-242B46077DA9,,6/11/1999,Graduated,Bachelor of Arts,Management,2.78
1980B88F-75CA-47EE-B5A5-2452E0BAB8EC,8/15/2011,1/9/2012,,Bachelor of Arts,Interdisciplinary Studies,3.18
2CCE13C3-AF8C-4166-A76E-246B8C2B136F,8/31/2017,8/11/2017,Graduated,Bachelor of Science,Nursing,3.98
8D598141-0F4A-4605-A9B7-248C938F6BA6,10/1/2019,5/8/2020,,Bachelor of Science,Interdisciplinary Studies,0.75
CBB71DE1-2E08-460B-85CE-24A5F1F7EFCD,,12/11/2009,Graduated,Bachelor of Arts,Communication,3.2
2493F9F0-FC5B-4B87-A950-24B1C4EC5094,,12/12/2008,Graduated,Bachelor of Arts,Management,3.66
4555F941-EC34-49CA-8451-24C40E2B573E,,6/10/1995,Graduated,Bachelor of Science,Psychology,3.84
BE766B2B-36AA-48EC-AF1E-24CD5FCE88F2,6/4/2019,5/11/2019,Graduated,Bachelor of Arts,Interdisciplinary Studies,3.16
947C8FFB-6B28-4378-9CCC-24D584001160,,5/7/2011,Graduated,Master of Arts,MA: School Counselor & Consultant,3.89
4832B164-6491-4042-AC0C-24DA74768186,12/14/2015,12/16/2016,,Bachelor of Science,Business Administration,2.16
279A93A5-5A70-4B7E-85F5-24EA9CBBBE13,12/4/2015,5/6/2017,Graduated,Bachelor of Science,Nursing,3.97
81B8EE18-CFE4-41D1-A805-250031601297,,6/15/2001,Graduated,Bachelor of Arts,Elementary Education,3.64
B1252E88-FE7F-408A-A0A2-25152FB05350,8/29/2016,5/12/2018,,Master of Arts,Teaching,3.82
210EFF69-9D4A-4CC9-A39E-251BFF477D14,12/21/2017,12/15/2017,Graduated,Bachelor of Science,Business Administration,3.68
BCDACCBB-7535-474D-A3AE-25222F89B3ED,12/10/2015,5/12/2018,Graduated,Bachelor of Science,Nursing,3.58
278DE5E0-C534-47D3-B4BF-2530761B28AA,8/19/2011,5/5/2012,Graduated,Bachelor of Arts,Psychology,3.83
B9537651-3CD8-4CDA-B8D0-254E5B69A2D6,,6/13/1997,Graduated,Bachelor of Arts,Management,4.13
858E208E-0CC9-4C01-908A-255635593DC8,,6/10/1995,Graduated,Bachelor of Science,Interdisciplinary Studies,3
FA1D101D-B000-4DA8-8D28-259A553E24B8,,12/15/2006,Graduated,Bachelor of Arts,Interdisciplinary Studies,2.94
DDC02B7D-397B-4B46-9BBF-25B288E2C6AA,6/15/2017,5/11/2019,Graduated,Master of Arts,MA: School Counselor & Consultant,4
710915E7-7DDE-4BD9-900A-25BBE2B64596,8/3/2016,5/11/2019,,Bachelor of Science,Teacher Education,3.53
E70F472D-F968-4C51-82EC-25CBD634841F,6/2/2017,5/11/2019,Graduated,Master of Arts,MA: School Counselor & Consultant,3.97
7432345A-825C-49BC-84B0-25E94A356682,5/18/2018,5/12/2018,Graduated,Bachelor of Arts,Teacher Education,4
AE1C6CCB-D52F-4BCE-99C0-25FD183C4655,6/8/2015,5/11/2019,Graduated,Bachelor of Arts,Christian Ministry,3.63
8C8B1499-EF24-4897-A10D-2614556A8D79,,5/5/2007,Graduated,Bachelor of Arts,Management,3.58
627C80C9-7111-43F4-BA0B-261A7B3C0C5A,,6/10/1994,Graduated,Bachelor of Science,Managerial Leadership,3.63
A1FCA62B-7633-4961-AAE3-26285F7AC283,,6/9/2000,Graduated,Associate of Arts,General Studies,3.21
B81BDD8C-CC9C-41CD-8947-263C5CD09661,5/9/2012,12/12/2014,Graduated,Master of Arts,Community Counseling,3.57
E3327AD9-0747-4158-AECA-266541B3408A,,6/10/1995,Graduated,Bachelor of Science,Communication,3.6
775661EC-BC2B-4FF2-BDB1-266A170544DA,4/16/2014,5/8/2015,,Bachelor of Science,Criminal Justice,2.62
CBEFCE1D-FFFC-478E-B0B1-26700B2F2EE8,7/20/2018,5/9/2020,Graduated,Bachelor of Science,Psychology,3.5
CA5EAB4C-EFB1-48BB-96F8-267EBA41ECAE,8/26/2015,5/5/2017,,Bachelor of Arts,Interdisciplinary Studies,3.27
D33FB12F-2B29-4C19-8080-26916A5D97D7,8/19/2011,5/5/2012,Graduated,Bachelor of Arts,Teacher Education,3.55
86E8E5D3-48A2-4AE2-BBE7-26A86C3CF19E,,6/14/1996,Graduated,Bachelor of Arts,Managerial Leadership,4.05
4E38863D-5409-448F-95DE-26A90FBE74F4,,5/5/2007,Graduated,Bachelor of Arts,Teacher Education: Elementary,3.43
38E3E784-A4FF-4A4A-9A43-26AB71BDA8E2,4/4/2013,5/10/2014,,Bachelor of Science,Exercise Science,3.41
8739A6E2-D665-4884-ACFA-26ABF108CF30,,5/5/2006,Graduated,Bachelor of Arts,Management,3.63
9830235E-24AC-4D6C-A4D8-26B77CD60020,,5/5/2006,Graduated,Undergraduate Certificate,TESOL,4
F15995B4-E1CB-499D-8AC5-26C97ECEB56C,,6/11/1999,Graduated,Bachelor of Arts,Management,3.38
5FE9E116-9C16-4BEA-9D4D-26D5D9F6A5D5,,3/23/2001,Graduated,Bachelor of Arts,Management,2.43
3B6B8089-1064-4E91-95EE-26D9EBE3AE34,8/12/2011,5/11/2013,Graduated,Master of Arts,Community Counseling,3.93
F34206BB-DAAE-4AE4-B6A8-26DA7A267B39,7/20/2018,12/13/2019,,Bachelor of Science,Business Administration: Management,1.87
DCE7AF9A-B7C9-4779-BE88-26E2781ACCF5,,5/5/2006,Graduated,Bachelor of Arts,Teacher Education,3.68
88174D8E-5E41-4F35-8EA1-26FD8AFA7F17,8/19/2011,12/14/2012,,Bachelor of Arts,Business Administration: Marketing,2.78
9C650F9F-53A4-46D8-B826-2717636AD916,8/19/2011,5/10/2014,Graduated,Bachelor of Arts,Teacher Education,3.87
CB43913C-AF48-4D26-A1AB-272E0A7419AB,,12/12/2008,Graduated,Master of Arts,Professional Counseling,3.95
323DCDBD-FD20-48B5-9E9A-27322FBF457A,,8/30/2002,Graduated,Bachelor of Arts,Management,3.7
1D96A6D4-4038-41D6-9301-275A4B65DCF5,8/31/2017,8/11/2017,Graduated,Bachelor of Science,Nursing,3.75
F59CDCCB-05FE-4CB5-8AD8-277F4773C17D,,6/14/2002,Graduated,Bachelor of Arts,Elementary Education,3.98
AA45D4B9-0B92-41D9-BC57-278F2070368C,5/9/2014,5/9/2015,Graduated,Master of Education,MEd: Curriculum & Instructional Technology,3.95
6B37808C-9FA2-459E-BB96-278FD6DACA28,7/27/2016,5/9/2020,Graduated,Bachelor of Science,Business Administration,3.15
5741AAFE-1908-46C0-8C5F-27914F1166F7,,5/6/2005,Graduated,Bachelor of Arts,Management,3.85
97CA5938-86A7-4632-94FE-27C915AD2E09,,5/10/2008,Graduated,Bachelor of Arts,Bible & Christian Ministry Studies,3.28
21CE2432-01CD-472E-BD95-27F284660811,8/20/2013,5/9/2015,Graduated,Master of Arts,MA: School Counselor & Consultant,3.86
C579C824-0C7A-4749-BD2F-2804814CFC0A,,8/5/2002,Graduated,Master of Arts,MA: School Counselor & Consultant,3.72
0B49F849-AF5E-40BD-9489-2810DC844F0E,8/12/2011,8/24/2012,Graduated,Bachelor of Arts,Interdisciplinary Studies,3.86
0F02405E-D6CC-42FE-9BCF-282ABA910279,,6/14/1996,Graduated,Bachelor of Arts,Managerial Leadership,4
FDF1F5D1-E534-4188-9A7F-282DAE7B8B26,8/15/2011,8/24/2014,Graduated,Bachelor of Arts,Psychology,3.79
A2685390-AA72-4FBC-9E3F-28315C6C0954,5/23/2016,5/6/2017,Graduated,Master of Arts,Teaching,3.97
1CF17E60-AED1-4383-AF76-28389E5C6275,,6/12/1992,Graduated,Bachelor of Science,Managerial Leadership,3.91
1CF17E60-AED1-4383-AF76-28389E5C6275,,6/11/2004,Graduated,Undergraduate Certificate,TESOL,3.91
58AA69FE-878D-46DC-A9DB-283CBE6ABE4A,8/19/2011,8/24/2014,,Bachelor of Science,Exercise Science,2.07
